test model relativeRisk haplotypeLength recFrac Holdout_mTDT2G_useDistances_01 Holdout_mTDT2G_useDistances_05 Holdout_mTDT2G_useDistances_001 Holdout_mTDT2G_useDistances_005 Holdout_ScoreTDT_01 Holdout_ScoreTDT_05 Holdout_ScoreTDT_001 Holdout_ScoreTDT_005 Holdout_mTDT_01 Holdout_mTDT_05 Holdout_mTDT_001 Holdout_mTDT_005 
PowerTwoLoci Threshold 2.6 8 0.0002000 0.1 0.15 0.04 0.06 0.06 0.17 0.03 0.04 0.06 0.14 0.03 0.04
PowerTwoLoci Modified 1.2 8 0.0000000 0.45 0.52 0.31 0.39 0.33 0.47 0.19 0.27 0.4 0.51 0.25 0.33
PowerTwoLoci Modified 1.2 8 0.0000500 0.07 0.2 0.04 0.07 0.07 0.14 0.03 0.04 0.1 0.17 0.03 0.08
PowerTwoLoci Modified 1.2 8 0.0001000 0.03 0.13 0 0.02 0.04 0.11 0.01 0.03 0.04 0.12 0.01 0.04
PowerTwoLoci Modified 1.2 8 0.0001500 0.04 0.11 0 0.04 0.02 0.06 0 0.02 0.03 0.09 0 0.01
PowerTwoLoci Modified 1.2 8 0.0002000 0.03 0.11 0.02 0.03 0.03 0.13 0.01 0.02 0.03 0.12 0.01 0.01
PowerTwoLoci Modified 1.6 8 0.0000000 0.43 0.55 0.3 0.39 0.37 0.45 0.26 0.33 0.41 0.51 0.3 0.39
PowerTwoLoci Modified 1.6 8 0.0000500 0.11 0.2 0.06 0.09 0.05 0.16 0.04 0.05 0.07 0.19 0.05 0.06
PowerTwoLoci Modified 1.6 8 0.0001000 0.05 0.12 0.02 0.03 0.07 0.11 0.05 0.06 0.06 0.13 0.05 0.06
PowerTwoLoci Modified 1.6 8 0.0001500 0.06 0.12 0 0.05 0.04 0.1 0.01 0.03 0.04 0.1 0 0.03
PowerTwoLoci Modified 1.6 8 0.0002000 0.04 0.08 0.03 0.03 0.05 0.14 0.01 0.03 0.06 0.13 0.03 0.03
PowerTwoLoci Modified 2.0 8 0.0000000 0.55 0.63 0.4 0.49 0.42 0.55 0.27 0.36 0.49 0.58 0.34 0.44
PowerTwoLoci Modified 2.0 8 0.0000500 0.13 0.27 0.07 0.12 0.17 0.3 0.08 0.13 0.2 0.34 0.13 0.19
PowerTwoLoci Modified 2.0 8 0.0001000 0.07 0.13 0.03 0.05 0.08 0.17 0.04 0.06 0.08 0.16 0.04 0.07
PowerTwoLoci Modified 2.0 8 0.0001500 0.06 0.13 0.01 0.05 0.04 0.09 0 0.01 0.04 0.1 0 0.02
PowerTwoLoci Modified 2.0 8 0.0002000 0.04 0.12 0.04 0.04 0.04 0.12 0.02 0.04 0.04 0.13 0.02 0.04
PowerTwoLoci Modified 2.4 8 0.0000000 0.58 0.67 0.45 0.55 0.47 0.55 0.38 0.46 0.5 0.6 0.4 0.48
PowerTwoLoci Modified 2.4 8 0.0000500 0.26 0.35 0.13 0.24 0.14 0.3 0.07 0.11 0.19 0.34 0.11 0.15
PowerTwoLoci Modified 2.4 8 0.0001000 0.1 0.14 0.02 0.08 0.1 0.16 0.04 0.09 0.1 0.18 0.05 0.09
PowerTwoLoci Modified 2.4 8 0.0001500 0.05 0.13 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.13 0.02 0.04
PowerTwoLoci Modified 2.4 8 0.0002000 0.05 0.1 0.03 0.05 0.05 0.12 0.04 0.05 0.07 0.11 0.03 0.05
PowerTwoLoci Modified 2.6 8 0.0000000 0.58 0.66 0.5 0.55 0.49 0.59 0.38 0.43 0.54 0.65 0.43 0.51
PowerTwoLoci Modified 2.6 8 0.0000500 0.24 0.31 0.13 0.2 0.22 0.28 0.11 0.16 0.23 0.29 0.13 0.2
PowerTwoLoci Modified 2.6 8 0.0001000 0.1 0.18 0.02 0.06 0.12 0.14 0.06 0.07 0.09 0.17 0.07 0.07
PowerTwoLoci Modified 2.6 8 0.0001500 0.07 0.15 0.02 0.06 0.03 0.14 0.01 0.02 0.04 0.13 0.01 0.02
PowerTwoLoci Modified 2.6 8 0.0002000 0.1 0.15 0.04 0.06 0.06 0.17 0.03 0.04 0.06 0.14 0.03 0.04
PowerTwoLoci Additive 1.2 10 0.0000000 0.48 0.61 0.41 0.48 0.39 0.46 0.31 0.37 0.42 0.48 0.34 0.4
PowerTwoLoci Additive 1.2 10 0.0000500 0.14 0.25 0.06 0.13 0.13 0.19 0.04 0.07 0.12 0.2 0.06 0.1
PowerTwoLoci Additive 1.2 10 0.0001000 0.05 0.12 0.01 0.04 0.07 0.11 0.02 0.07 0.08 0.11 0.02 0.06
PowerTwoLoci Additive 1.2 10 0.0001500 0.07 0.13 0.02 0.03 0.02 0.11 0 0 0.05 0.11 0 0.01
PowerTwoLoci Additive 1.2 10 0.0002000 0.03 0.12 0.02 0.02 0.04 0.1 0.01 0.02 0.05 0.1 0.01 0.03
PowerTwoLoci Additive 1.6 10 0.0000000 0.51 0.59 0.44 0.49 0.4 0.49 0.31 0.38 0.47 0.52 0.37 0.46
PowerTwoLoci Additive 1.6 10 0.0000500 0.23 0.36 0.1 0.17 0.12 0.23 0.09 0.1 0.16 0.25 0.09 0.15
PowerTwoLoci Additive 1.6 10 0.0001000 0.11 0.2 0.02 0.08 0.07 0.14 0.02 0.03 0.06 0.14 0.02 0.04
PowerTwoLoci Additive 1.6 10 0.0001500 0.05 0.13 0.01 0.04 0.02 0.07 0 0.01 0.02 0.1 0 0.02
PowerTwoLoci Additive 1.6 10 0.0002000 0.06 0.14 0.01 0.03 0.05 0.1 0.03 0.04 0.06 0.1 0.03 0.05
PowerTwoLoci Additive 2.0 10 0.0000000 0.55 0.69 0.49 0.53 0.46 0.55 0.38 0.45 0.51 0.61 0.43 0.46
PowerTwoLoci Additive 2.0 10 0.0000500 0.23 0.36 0.14 0.18 0.17 0.28 0.07 0.12 0.22 0.3 0.09 0.19
PowerTwoLoci Additive 2.0 10 0.0001000 0.07 0.18 0.04 0.05 0.06 0.15 0.03 0.04 0.09 0.13 0.03 0.08
PowerTwoLoci Additive 2.0 10 0.0001500 0.07 0.2 0.02 0.05 0.03 0.13 0.01 0.03 0.05 0.13 0.02 0.03
PowerTwoLoci Additive 2.0 10 0.0002000 0.06 0.13 0.01 0.03 0.06 0.16 0.03 0.04 0.07 0.15 0.04 0.06
PowerTwoLoci Additive 2.4 10 0.0000000 0.62 0.64 0.54 0.6 0.52 0.63 0.42 0.48 0.58 0.65 0.46 0.52
PowerTwoLoci Additive 2.4 10 0.0000500 0.27 0.38 0.19 0.24 0.21 0.34 0.12 0.18 0.26 0.36 0.14 0.21
PowerTwoLoci Additive 2.4 10 0.0001000 0.1 0.22 0.04 0.06 0.12 0.19 0.04 0.09 0.13 0.2 0.05 0.09
PowerTwoLoci Additive 2.4 10 0.0001500 0.06 0.17 0.02 0.04 0.02 0.14 0 0.01 0.07 0.17 0 0.03
PowerTwoLoci Additive 2.4 10 0.0002000 0.06 0.15 0.03 0.05 0.07 0.14 0.02 0.05 0.07 0.15 0.03 0.04
PowerTwoLoci Additive 2.6 10 0.0000000 0.64 0.68 0.55 0.61 0.53 0.65 0.4 0.48 0.61 0.67 0.47 0.57
PowerTwoLoci Additive 2.6 10 0.0000500 0.29 0.39 0.17 0.26 0.25 0.37 0.14 0.22 0.27 0.4 0.17 0.24
PowerTwoLoci Additive 2.6 10 0.0001000 0.09 0.15 0.04 0.08 0.08 0.18 0.04 0.08 0.08 0.2 0.05 0.07
PowerTwoLoci Additive 2.6 10 0.0001500 0.08 0.13 0.06 0.08 0.04 0.15 0 0.01 0.05 0.19 0.01 0.03
PowerTwoLoci Additive 2.6 10 0.0002000 0.08 0.2 0.05 0.07 0.04 0.19 0.04 0.04 0.05 0.16 0.04 0.04
PowerTwoLoci DomOrDom 1.2 10 0.0000000 0.49 0.57 0.35 0.44 0.33 0.45 0.21 0.3 0.34 0.51 0.28 0.32
PowerTwoLoci DomOrDom 1.2 10 0.0000500 0.14 0.25 0.03 0.1 0.07 0.16 0.02 0.05 0.08 0.17 0.03 0.05
PowerTwoLoci DomOrDom 1.2 10 0.0001000 0.07 0.12 0 0.03 0.05 0.06 0.02 0.04 0.05 0.08 0.03 0.05
PowerTwoLoci DomOrDom 1.2 10 0.0001500 0.07 0.11 0.03 0.05 0.03 0.09 0.01 0.02 0.05 0.09 0.02 0.04
PowerTwoLoci DomOrDom 1.2 10 0.0002000 0.05 0.1 0.01 0.02 0.02 0.11 0.01 0.02 0.03 0.11 0.01 0.02
PowerTwoLoci DomOrDom 1.6 10 0.0000000 0.53 0.63 0.41 0.51 0.42 0.5 0.32 0.4 0.44 0.57 0.38 0.43
PowerTwoLoci DomOrDom 1.6 10 0.0000500 0.22 0.31 0.12 0.16 0.16 0.27 0.09 0.14 0.18 0.3 0.11 0.16
PowerTwoLoci DomOrDom 1.6 10 0.0001000 0.09 0.16 0.04 0.05 0.07 0.13 0.03 0.03 0.09 0.14 0.03 0.04
PowerTwoLoci DomOrDom 1.6 10 0.0001500 0.06 0.09 0.02 0.04 0.01 0.13 0 0.01 0.01 0.14 0 0.01
PowerTwoLoci DomOrDom 1.6 10 0.0002000 0.03 0.11 0.01 0.03 0.04 0.08 0.02 0.03 0.05 0.09 0.02 0.02
PowerTwoLoci DomOrDom 2.0 10 0.0000000 0.58 0.67 0.51 0.58 0.49 0.56 0.39 0.43 0.53 0.61 0.43 0.5
PowerTwoLoci DomOrDom 2.0 10 0.0000500 0.31 0.4 0.11 0.24 0.19 0.34 0.12 0.17 0.25 0.37 0.14 0.16
PowerTwoLoci DomOrDom 2.0 10 0.0001000 0.1 0.21 0.06 0.09 0.08 0.2 0.03 0.07 0.09 0.22 0.05 0.07
PowerTwoLoci DomOrDom 2.0 10 0.0001500 0.08 0.16 0.03 0.07 0.03 0.1 0 0.03 0.05 0.13 0 0.03
PowerTwoLoci DomOrDom 2.0 10 0.0002000 0.06 0.16 0.01 0.05 0.07 0.13 0.03 0.06 0.08 0.17 0.04 0.08
PowerTwoLoci DomOrDom 2.4 10 0.0000000 0.61 0.68 0.53 0.59 0.54 0.62 0.46 0.52 0.58 0.67 0.5 0.56
PowerTwoLoci DomOrDom 2.4 10 0.0000500 0.31 0.39 0.18 0.24 0.24 0.4 0.15 0.23 0.26 0.43 0.18 0.25
PowerTwoLoci DomOrDom 2.4 10 0.0001000 0.15 0.24 0.08 0.15 0.14 0.18 0.04 0.11 0.14 0.22 0.07 0.14
PowerTwoLoci DomOrDom 2.4 10 0.0001500 0.1 0.16 0.05 0.07 0.07 0.17 0 0.01 0.09 0.17 0.01 0.05
PowerTwoLoci DomOrDom 2.4 10 0.0002000 0.06 0.16 0.01 0.02 0.06 0.09 0.02 0.06 0.06 0.11 0.02 0.06
PowerTwoLoci DomOrDom 2.6 10 0.0000000 0.64 0.7 0.61 0.63 0.6 0.63 0.47 0.54 0.62 0.68 0.53 0.58
PowerTwoLoci DomOrDom 2.6 10 0.0000500 0.41 0.46 0.23 0.3 0.26 0.37 0.15 0.23 0.29 0.41 0.2 0.23
PowerTwoLoci DomOrDom 2.6 10 0.0001000 0.13 0.27 0.07 0.11 0.15 0.21 0.05 0.1 0.14 0.22 0.06 0.11
PowerTwoLoci DomOrDom 2.6 10 0.0001500 0.11 0.18 0.02 0.06 0.09 0.17 0.01 0.08 0.11 0.21 0.04 0.07
PowerTwoLoci DomOrDom 2.6 10 0.0002000 0.07 0.16 0.03 0.06 0.08 0.13 0.03 0.07 0.09 0.14 0.03 0.08
PowerTwoLoci DomAndDom 1.2 10 0.0000000 0.49 0.57 0.35 0.44 0.33 0.45 0.21 0.3 0.34 0.51 0.28 0.32
PowerTwoLoci DomAndDom 1.2 10 0.0000500 0.14 0.25 0.03 0.1 0.07 0.14 0.02 0.05 0.08 0.17 0.03 0.05
PowerTwoLoci DomAndDom 1.2 10 0.0001000 0.06 0.12 0.02 0.04 0.05 0.05 0.02 0.04 0.05 0.08 0.02 0.05
PowerTwoLoci DomAndDom 1.2 10 0.0001500 0.07 0.11 0.03 0.05 0.03 0.09 0.01 0.02 0.05 0.09 0.02 0.04
PowerTwoLoci DomAndDom 1.2 10 0.0002000 0.04 0.09 0 0.01 0.02 0.11 0.01 0.02 0.02 0.11 0.01 0.02
PowerTwoLoci DomAndDom 1.6 10 0.0000000 0.53 0.63 0.41 0.51 0.42 0.5 0.32 0.4 0.44 0.57 0.38 0.43
PowerTwoLoci DomAndDom 1.6 10 0.0000500 0.22 0.31 0.13 0.17 0.17 0.26 0.08 0.14 0.18 0.3 0.1 0.16
PowerTwoLoci DomAndDom 1.6 10 0.0001000 0.09 0.16 0.04 0.05 0.07 0.13 0.03 0.04 0.09 0.14 0.04 0.05
PowerTwoLoci DomAndDom 1.6 10 0.0001500 0.06 0.11 0.02 0.03 0.01 0.12 0 0.01 0.01 0.12 0 0.01
PowerTwoLoci DomAndDom 1.6 10 0.0002000 0.02 0.11 0.01 0.02 0.04 0.08 0.02 0.03 0.05 0.09 0.02 0.02
PowerTwoLoci DomAndDom 2.0 10 0.0000000 0.58 0.67 0.51 0.58 0.49 0.56 0.39 0.43 0.53 0.61 0.43 0.5
PowerTwoLoci DomAndDom 2.0 10 0.0000500 0.31 0.39 0.11 0.24 0.19 0.34 0.12 0.17 0.25 0.37 0.14 0.16
PowerTwoLoci DomAndDom 2.0 10 0.0001000 0.11 0.22 0.06 0.07 0.07 0.18 0.03 0.06 0.11 0.22 0.04 0.07
PowerTwoLoci DomAndDom 2.0 10 0.0001500 0.1 0.15 0.03 0.07 0.04 0.1 0 0.04 0.05 0.13 0 0.03
PowerTwoLoci DomAndDom 2.0 10 0.0002000 0.06 0.18 0 0.05 0.07 0.15 0.03 0.06 0.08 0.17 0.03 0.08
PowerTwoLoci DomAndDom 2.4 10 0.0000000 0.61 0.68 0.53 0.59 0.54 0.62 0.46 0.52 0.58 0.67 0.5 0.56
PowerTwoLoci DomAndDom 2.4 10 0.0000500 0.31 0.39 0.18 0.24 0.24 0.4 0.15 0.23 0.26 0.43 0.18 0.25
PowerTwoLoci DomAndDom 2.4 10 0.0001000 0.14 0.23 0.07 0.12 0.14 0.18 0.03 0.1 0.14 0.22 0.06 0.14
PowerTwoLoci DomAndDom 2.4 10 0.0001500 0.09 0.14 0.04 0.06 0.05 0.15 0 0.02 0.06 0.21 0.01 0.03
PowerTwoLoci DomAndDom 2.4 10 0.0002000 0.04 0.16 0.01 0.03 0.06 0.09 0.02 0.05 0.06 0.09 0.03 0.05
PowerTwoLoci DomAndDom 2.6 10 0.0000000 0.64 0.7 0.61 0.63 0.6 0.63 0.47 0.54 0.62 0.68 0.53 0.58
PowerTwoLoci DomAndDom 2.6 10 0.0000500 0.41 0.46 0.23 0.3 0.26 0.37 0.15 0.23 0.29 0.41 0.2 0.23
PowerTwoLoci DomAndDom 2.6 10 0.0001000 0.12 0.28 0.06 0.11 0.15 0.22 0.06 0.09 0.14 0.23 0.08 0.12
PowerTwoLoci DomAndDom 2.6 10 0.0001500 0.11 0.2 0.03 0.08 0.09 0.2 0.01 0.07 0.09 0.24 0.04 0.08
PowerTwoLoci DomAndDom 2.6 10 0.0002000 0.07 0.18 0.03 0.06 0.08 0.13 0.02 0.07 0.08 0.15 0.02 0.08
PowerTwoLoci RecOrRec 1.2 10 0.0000000 0.47 0.52 0.32 0.44 0.31 0.4 0.2 0.27 0.35 0.48 0.26 0.33
PowerTwoLoci RecOrRec 1.2 10 0.0000500 0.08 0.19 0.05 0.05 0.07 0.13 0.03 0.04 0.06 0.12 0.03 0.05
PowerTwoLoci RecOrRec 1.2 10 0.0001000 0.02 0.11 0 0.02 0.03 0.09 0 0.02 0.03 0.09 0 0.02
PowerTwoLoci RecOrRec 1.2 10 0.0001500 0.05 0.1 0.03 0.04 0.01 0.02 0 0.01 0.01 0.03 0.01 0.01
PowerTwoLoci RecOrRec 1.2 10 0.0002000 0.04 0.13 0.01 0.02 0.04 0.1 0.01 0.04 0.04 0.1 0.02 0.02
PowerTwoLoci RecOrRec 1.6 10 0.0000000 0.45 0.55 0.31 0.41 0.38 0.42 0.26 0.34 0.42 0.47 0.29 0.37
PowerTwoLoci RecOrRec 1.6 10 0.0000500 0.14 0.24 0.06 0.09 0.09 0.14 0.05 0.07 0.09 0.16 0.05 0.09
PowerTwoLoci RecOrRec 1.6 10 0.0001000 0.03 0.1 0.02 0.03 0.06 0.11 0 0.05 0.06 0.09 0.02 0.06
PowerTwoLoci RecOrRec 1.6 10 0.0001500 0.08 0.14 0.03 0.05 0.03 0.09 0 0.01 0.03 0.12 0 0.01
PowerTwoLoci RecOrRec 1.6 10 0.0002000 0.02 0.07 0.02 0.02 0.05 0.12 0.02 0.03 0.05 0.12 0.02 0.03
PowerTwoLoci RecOrRec 2.0 10 0.0000000 0.54 0.61 0.43 0.51 0.44 0.53 0.31 0.39 0.48 0.56 0.33 0.45
PowerTwoLoci RecOrRec 2.0 10 0.0000500 0.16 0.28 0.08 0.14 0.16 0.28 0.08 0.13 0.22 0.29 0.11 0.17
PowerTwoLoci RecOrRec 2.0 10 0.0001000 0.07 0.13 0.02 0.05 0.04 0.16 0.02 0.04 0.04 0.15 0.04 0.04
PowerTwoLoci RecOrRec 2.0 10 0.0001500 0.06 0.16 0.02 0.05 0.02 0.09 0 0.01 0.05 0.1 0.01 0.04
PowerTwoLoci RecOrRec 2.0 10 0.0002000 0.05 0.13 0.02 0.04 0.04 0.13 0.02 0.04 0.05 0.13 0.02 0.05
PowerTwoLoci RecOrRec 2.4 10 0.0000000 0.57 0.65 0.44 0.51 0.47 0.57 0.33 0.46 0.5 0.61 0.42 0.48
PowerTwoLoci RecOrRec 2.4 10 0.0000500 0.25 0.31 0.13 0.21 0.15 0.28 0.08 0.14 0.21 0.28 0.13 0.15
PowerTwoLoci RecOrRec 2.4 10 0.0001000 0.1 0.19 0.03 0.08 0.09 0.13 0.04 0.06 0.09 0.14 0.04 0.08
PowerTwoLoci RecOrRec 2.4 10 0.0001500 0.05 0.1 0.02 0.04 0.03 0.11 0.02 0.03 0.05 0.09 0.01 0.04
PowerTwoLoci RecOrRec 2.4 10 0.0002000 0.05 0.11 0.02 0.03 0.05 0.11 0.02 0.04 0.04 0.12 0.02 0.04
PowerTwoLoci RecOrRec 2.6 10 0.0000000 0.61 0.71 0.46 0.57 0.49 0.58 0.38 0.43 0.52 0.63 0.43 0.49
PowerTwoLoci RecOrRec 2.6 10 0.0000500 0.24 0.31 0.17 0.22 0.22 0.27 0.11 0.16 0.22 0.3 0.15 0.18
PowerTwoLoci RecOrRec 2.6 10 0.0001000 0.1 0.2 0.04 0.07 0.07 0.14 0.04 0.06 0.08 0.17 0.05 0.07
PowerTwoLoci RecOrRec 2.6 10 0.0001500 0.04 0.13 0.02 0.03 0.01 0.14 0 0.01 0.04 0.12 0.01 0.01
PowerTwoLoci RecOrRec 2.6 10 0.0002000 0.08 0.14 0.03 0.05 0.03 0.16 0.03 0.03 0.05 0.13 0.03 0.03
PowerTwoLoci Threshold 1.2 10 0.0000000 0.47 0.52 0.32 0.44 0.31 0.4 0.2 0.27 0.35 0.48 0.26 0.33
PowerTwoLoci Threshold 1.2 10 0.0000500 0.08 0.19 0.05 0.05 0.07 0.13 0.03 0.04 0.06 0.12 0.03 0.05
PowerTwoLoci Threshold 1.2 10 0.0001000 0.02 0.11 0 0.02 0.03 0.09 0 0.02 0.03 0.09 0 0.02
PowerTwoLoci Threshold 1.2 10 0.0001500 0.05 0.1 0.03 0.04 0.01 0.02 0 0.01 0.01 0.03 0.01 0.01
PowerTwoLoci Threshold 1.2 10 0.0002000 0.04 0.13 0.01 0.02 0.04 0.1 0.01 0.04 0.04 0.1 0.02 0.02
PowerTwoLoci Threshold 1.6 10 0.0000000 0.45 0.55 0.31 0.41 0.38 0.42 0.26 0.34 0.42 0.47 0.29 0.37
PowerTwoLoci Threshold 1.6 10 0.0000500 0.14 0.24 0.06 0.09 0.09 0.14 0.05 0.07 0.09 0.16 0.05 0.09
PowerTwoLoci Threshold 1.6 10 0.0001000 0.03 0.1 0.02 0.03 0.06 0.11 0 0.05 0.06 0.09 0.02 0.06
PowerTwoLoci Threshold 1.6 10 0.0001500 0.08 0.14 0.03 0.05 0.03 0.09 0 0.01 0.03 0.12 0 0.01
PowerTwoLoci Threshold 1.6 10 0.0002000 0.02 0.07 0.02 0.02 0.05 0.12 0.02 0.03 0.05 0.12 0.02 0.03
PowerTwoLoci Threshold 2.0 10 0.0000000 0.54 0.61 0.43 0.51 0.44 0.53 0.31 0.39 0.48 0.56 0.33 0.45
PowerTwoLoci Threshold 2.0 10 0.0000500 0.16 0.28 0.08 0.14 0.16 0.28 0.08 0.13 0.22 0.29 0.11 0.17
PowerTwoLoci Threshold 2.0 10 0.0001000 0.07 0.13 0.02 0.05 0.04 0.16 0.02 0.04 0.04 0.15 0.04 0.04
PowerTwoLoci Threshold 2.0 10 0.0001500 0.06 0.16 0.02 0.05 0.02 0.09 0 0.01 0.05 0.1 0.01 0.04
PowerTwoLoci Threshold 2.0 10 0.0002000 0.05 0.13 0.02 0.04 0.04 0.13 0.02 0.04 0.05 0.13 0.02 0.05
PowerTwoLoci Threshold 2.4 10 0.0000000 0.57 0.65 0.44 0.51 0.47 0.57 0.33 0.46 0.5 0.61 0.42 0.48
PowerTwoLoci Threshold 2.4 10 0.0000500 0.25 0.31 0.13 0.21 0.15 0.28 0.08 0.14 0.21 0.28 0.13 0.15
PowerTwoLoci Threshold 2.4 10 0.0001000 0.1 0.19 0.03 0.08 0.09 0.13 0.04 0.06 0.09 0.14 0.04 0.08
PowerTwoLoci Threshold 2.4 10 0.0001500 0.05 0.1 0.02 0.04 0.03 0.11 0.02 0.03 0.05 0.09 0.01 0.04
PowerTwoLoci Threshold 2.4 10 0.0002000 0.05 0.11 0.02 0.03 0.05 0.11 0.02 0.04 0.04 0.12 0.02 0.04
PowerTwoLoci Threshold 2.6 10 0.0000000 0.61 0.71 0.46 0.57 0.49 0.58 0.38 0.43 0.52 0.63 0.43 0.49
PowerTwoLoci Threshold 2.6 10 0.0000500 0.24 0.31 0.17 0.22 0.22 0.27 0.11 0.16 0.22 0.3 0.15 0.18
PowerTwoLoci Threshold 2.6 10 0.0001000 0.1 0.2 0.04 0.07 0.07 0.14 0.04 0.06 0.08 0.17 0.05 0.07
PowerTwoLoci Threshold 2.6 10 0.0001500 0.04 0.13 0.02 0.03 0.01 0.14 0 0.01 0.04 0.12 0.01 0.01
PowerTwoLoci Threshold 2.6 10 0.0002000 0.08 0.14 0.03 0.05 0.03 0.16 0.03 0.03 0.05 0.13 0.03 0.03
PowerTwoLoci Modified 1.2 10 0.0000000 0.47 0.52 0.32 0.44 0.31 0.4 0.2 0.27 0.35 0.48 0.26 0.33
PowerTwoLoci Modified 1.2 10 0.0000500 0.08 0.19 0.05 0.05 0.07 0.13 0.03 0.04 0.06 0.12 0.03 0.05
PowerTwoLoci Modified 1.2 10 0.0001000 0.02 0.11 0 0.02 0.03 0.09 0 0.02 0.03 0.09 0 0.02
PowerTwoLoci Modified 1.2 10 0.0001500 0.05 0.1 0.03 0.04 0.01 0.02 0 0.01 0.01 0.03 0.01 0.01
PowerTwoLoci Modified 1.2 10 0.0002000 0.04 0.13 0.01 0.02 0.04 0.1 0.01 0.04 0.04 0.1 0.02 0.02
PowerTwoLoci Modified 1.6 10 0.0000000 0.45 0.55 0.31 0.41 0.38 0.42 0.26 0.34 0.42 0.47 0.29 0.37
PowerTwoLoci Modified 1.6 10 0.0000500 0.14 0.24 0.06 0.09 0.09 0.14 0.05 0.07 0.09 0.16 0.05 0.09
PowerTwoLoci Modified 1.6 10 0.0001000 0.03 0.1 0.02 0.03 0.06 0.11 0 0.05 0.06 0.09 0.02 0.06
PowerTwoLoci Modified 1.6 10 0.0001500 0.08 0.14 0.03 0.05 0.03 0.09 0 0.01 0.03 0.12 0 0.01
PowerTwoLoci Modified 1.6 10 0.0002000 0.02 0.07 0.02 0.02 0.05 0.12 0.02 0.03 0.05 0.12 0.02 0.03
PowerTwoLoci Modified 2.0 10 0.0000000 0.54 0.61 0.43 0.51 0.44 0.53 0.31 0.39 0.48 0.56 0.33 0.45
PowerTwoLoci Modified 2.0 10 0.0000500 0.16 0.28 0.08 0.14 0.16 0.28 0.08 0.13 0.22 0.29 0.11 0.17
PowerTwoLoci Modified 2.0 10 0.0001000 0.07 0.13 0.02 0.05 0.04 0.16 0.02 0.04 0.04 0.15 0.04 0.04
PowerTwoLoci Modified 2.0 10 0.0001500 0.06 0.16 0.02 0.05 0.02 0.09 0 0.01 0.05 0.1 0.01 0.04
PowerTwoLoci Modified 2.0 10 0.0002000 0.05 0.13 0.02 0.04 0.04 0.13 0.02 0.04 0.05 0.13 0.02 0.05
PowerTwoLoci Modified 2.4 10 0.0000000 0.57 0.65 0.44 0.51 0.47 0.57 0.33 0.46 0.5 0.61 0.42 0.48
PowerTwoLoci Modified 2.4 10 0.0000500 0.25 0.31 0.13 0.21 0.15 0.28 0.08 0.14 0.21 0.28 0.13 0.15
PowerTwoLoci Modified 2.4 10 0.0001000 0.1 0.19 0.03 0.08 0.09 0.13 0.04 0.06 0.09 0.14 0.04 0.08
PowerTwoLoci Modified 2.4 10 0.0001500 0.05 0.1 0.02 0.04 0.03 0.11 0.02 0.03 0.05 0.09 0.01 0.04
PowerTwoLoci Modified 2.4 10 0.0002000 0.05 0.11 0.02 0.03 0.05 0.11 0.02 0.04 0.04 0.12 0.02 0.04
PowerTwoLoci Modified 2.6 10 0.0000000 0.61 0.71 0.46 0.57 0.49 0.58 0.38 0.43 0.52 0.63 0.43 0.49
PowerTwoLoci Modified 2.6 10 0.0000500 0.24 0.31 0.17 0.22 0.22 0.27 0.11 0.16 0.22 0.3 0.15 0.18
PowerTwoLoci Modified 2.6 10 0.0001000 0.1 0.2 0.04 0.07 0.07 0.14 0.04 0.06 0.08 0.17 0.05 0.07
PowerTwoLoci Modified 2.6 10 0.0001500 0.04 0.13 0.02 0.03 0.01 0.14 0 0.01 0.04 0.12 0.01 0.01
PowerTwoLoci Modified 2.6 10 0.0002000 0.08 0.14 0.03 0.05 0.03 0.16 0.03 0.03 0.05 0.13 0.03 0.03
PowerOneLocus Additive 1.2 1 0.0000000 0.21 0.29 0.16 0.19 0.21 0.29 0.16 0.19 0.21 0.29 0.16 0.19
PowerOneLocus Additive 1.2 1 0.0000500 0.07 0.15 0.03 0.06 0.07 0.15 0.03 0.06 0.07 0.15 0.03 0.06
PowerOneLocus Additive 1.2 1 0.0001000 0.02 0.06 0 0.01 0.02 0.06 0 0.01 0.02 0.06 0 0.01
PowerOneLocus Additive 1.2 1 0.0001500 0.04 0.07 0.01 0.03 0.04 0.07 0.01 0.03 0.04 0.07 0.01 0.03
PowerOneLocus Additive 1.2 1 0.0002000 0.05 0.09 0.02 0.05 0.06 0.1 0.02 0.06 0.06 0.1 0.02 0.06
PowerOneLocus Additive 1.6 1 0.0000000 0.25 0.33 0.14 0.22 0.25 0.33 0.14 0.22 0.25 0.33 0.14 0.22
PowerOneLocus Additive 1.6 1 0.0000500 0.09 0.17 0.04 0.06 0.09 0.17 0.04 0.06 0.09 0.17 0.04 0.06
PowerOneLocus Additive 1.6 1 0.0001000 0.01 0.05 0.01 0.01 0.01 0.05 0.01 0.01 0.01 0.05 0.01 0.01
PowerOneLocus Additive 1.6 1 0.0001500 0.04 0.09 0.01 0.03 0.04 0.09 0.01 0.03 0.04 0.09 0.01 0.03
PowerOneLocus Additive 1.6 1 0.0002000 0.07 0.13 0.02 0.05 0.07 0.13 0.02 0.05 0.07 0.13 0.02 0.05
PowerOneLocus Additive 2.0 1 0.0000000 0.22 0.32 0.17 0.21 0.22 0.32 0.17 0.21 0.22 0.32 0.17 0.21
