test model relativeRisk haplotypeLength recFrac Training_mTDT2G_cv2_useDistances_01 Training_mTDT2G_cv2_useDistances_05 Training_mTDT2G_cv2_useDistances_001 Training_mTDT2G_cv2_useDistances_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_mTDT_01 Training_mTDT_05 Training_mTDT_001 Training_mTDT_005 Training_mTDT2G_cv5_useDistances_01 Training_mTDT2G_cv5_useDistances_05 Training_mTDT2G_cv5_useDistances_001 Training_mTDT2G_cv5_useDistances_005 
PowerTwoLoci Modified 2.6 4 0.0001000 0.09 0.21 0.04 0.08 0.09 0.22 0.07 0.07 0.12 0.25 0.07 0.09 0.07 0.16 0.02 0.05
PowerTwoLoci Modified 2.6 4 0.0001500 0.08 0.15 0.03 0.06 0.1 0.22 0.03 0.08 0.12 0.24 0.05 0.07 0.04 0.14 0.02 0.02
PowerTwoLoci Modified 2.6 4 0.0002000 0.11 0.19 0.06 0.1 0.14 0.25 0.08 0.13 0.12 0.28 0.09 0.11 0.11 0.15 0.05 0.09
PowerTwoLoci Additive 1.2 6 0.0000000 0.54 0.61 0.47 0.53 0.54 0.64 0.44 0.51 0.62 0.64 0.5 0.58 0.46 0.55 0.39 0.44
PowerTwoLoci Additive 1.2 6 0.0000500 0.2 0.31 0.14 0.16 0.2 0.32 0.12 0.18 0.23 0.34 0.15 0.22 0.18 0.26 0.1 0.17
PowerTwoLoci Additive 1.2 6 0.0001000 0.06 0.15 0.03 0.04 0.1 0.16 0.05 0.1 0.1 0.17 0.07 0.09 0.05 0.12 0.02 0.04
PowerTwoLoci Additive 1.2 6 0.0001500 0.08 0.12 0.02 0.06 0.06 0.18 0.01 0.04 0.07 0.21 0.01 0.06 0.06 0.14 0 0.03
PowerTwoLoci Additive 1.2 6 0.0002000 0.05 0.14 0.04 0.04 0.07 0.18 0.04 0.05 0.08 0.15 0.04 0.06 0.07 0.11 0.05 0.05
PowerTwoLoci Additive 1.6 6 0.0000000 0.61 0.71 0.49 0.56 0.58 0.68 0.48 0.55 0.62 0.7 0.55 0.6 0.52 0.64 0.41 0.47
PowerTwoLoci Additive 1.6 6 0.0000500 0.21 0.31 0.14 0.18 0.25 0.35 0.16 0.19 0.28 0.35 0.18 0.25 0.2 0.3 0.1 0.19
PowerTwoLoci Additive 1.6 6 0.0001000 0.06 0.14 0.04 0.06 0.13 0.22 0.07 0.1 0.12 0.22 0.06 0.11 0.06 0.14 0.02 0.05
PowerTwoLoci Additive 1.6 6 0.0001500 0.08 0.16 0.03 0.05 0.05 0.21 0.02 0.03 0.07 0.24 0.02 0.06 0.05 0.13 0.02 0.03
PowerTwoLoci Additive 1.6 6 0.0002000 0.08 0.16 0.05 0.05 0.09 0.16 0.06 0.09 0.1 0.18 0.06 0.07 0.08 0.1 0.03 0.04
PowerTwoLoci Additive 2.0 6 0.0000000 0.6 0.67 0.49 0.6 0.58 0.67 0.51 0.55 0.65 0.69 0.55 0.63 0.58 0.63 0.44 0.55
PowerTwoLoci Additive 2.0 6 0.0000500 0.26 0.36 0.19 0.22 0.28 0.4 0.19 0.26 0.31 0.43 0.23 0.29 0.26 0.36 0.21 0.24
PowerTwoLoci Additive 2.0 6 0.0001000 0.07 0.16 0.04 0.06 0.16 0.25 0.09 0.14 0.16 0.28 0.1 0.13 0.09 0.17 0.05 0.07
PowerTwoLoci Additive 2.0 6 0.0001500 0.1 0.15 0.04 0.09 0.1 0.25 0.02 0.08 0.12 0.26 0.05 0.1 0.09 0.17 0.01 0.06
PowerTwoLoci Additive 2.0 6 0.0002000 0.05 0.15 0.05 0.05 0.11 0.21 0.07 0.09 0.1 0.21 0.06 0.08 0.08 0.14 0.04 0.05
PowerTwoLoci Additive 2.4 6 0.0000000 0.62 0.67 0.54 0.58 0.61 0.69 0.55 0.6 0.65 0.72 0.59 0.62 0.57 0.66 0.52 0.57
PowerTwoLoci Additive 2.4 6 0.0000500 0.3 0.42 0.2 0.23 0.32 0.45 0.24 0.27 0.38 0.47 0.27 0.31 0.29 0.4 0.2 0.26
PowerTwoLoci Additive 2.4 6 0.0001000 0.11 0.18 0.04 0.09 0.17 0.26 0.11 0.15 0.18 0.29 0.12 0.16 0.11 0.22 0.05 0.08
PowerTwoLoci Additive 2.4 6 0.0001500 0.08 0.19 0.06 0.07 0.11 0.29 0.04 0.09 0.14 0.31 0.08 0.09 0.1 0.19 0.02 0.06
PowerTwoLoci Additive 2.4 6 0.0002000 0.09 0.23 0.05 0.06 0.14 0.24 0.09 0.11 0.15 0.24 0.08 0.13 0.08 0.15 0.04 0.05
PowerTwoLoci Additive 2.6 6 0.0000000 0.61 0.69 0.55 0.61 0.63 0.67 0.58 0.6 0.65 0.71 0.6 0.63 0.61 0.67 0.55 0.58
PowerTwoLoci Additive 2.6 6 0.0000500 0.32 0.45 0.24 0.28 0.36 0.47 0.25 0.34 0.39 0.48 0.31 0.36 0.31 0.39 0.24 0.27
PowerTwoLoci Additive 2.6 6 0.0001000 0.11 0.2 0.05 0.08 0.2 0.29 0.11 0.17 0.18 0.3 0.13 0.16 0.07 0.21 0.05 0.06
PowerTwoLoci Additive 2.6 6 0.0001500 0.12 0.24 0.04 0.1 0.1 0.3 0.05 0.08 0.13 0.29 0.08 0.1 0.09 0.2 0 0.05
PowerTwoLoci Additive 2.6 6 0.0002000 0.1 0.19 0.06 0.08 0.15 0.23 0.1 0.12 0.14 0.25 0.08 0.13 0.09 0.16 0.06 0.08
PowerTwoLoci DomOrDom 1.2 6 0.0000000 0.54 0.58 0.44 0.49 0.51 0.59 0.43 0.48 0.56 0.63 0.47 0.51 0.45 0.53 0.38 0.44
PowerTwoLoci DomOrDom 1.2 6 0.0000500 0.13 0.23 0.08 0.12 0.15 0.28 0.1 0.13 0.21 0.29 0.12 0.17 0.12 0.26 0.08 0.09
PowerTwoLoci DomOrDom 1.2 6 0.0001000 0.05 0.13 0.02 0.04 0.09 0.16 0.05 0.07 0.1 0.2 0.04 0.09 0.07 0.12 0.02 0.05
PowerTwoLoci DomOrDom 1.2 6 0.0001500 0.05 0.14 0.02 0.03 0.05 0.16 0.01 0.05 0.06 0.19 0.02 0.05 0.05 0.19 0 0.04
PowerTwoLoci DomOrDom 1.2 6 0.0002000 0.06 0.13 0.03 0.03 0.08 0.16 0.04 0.06 0.07 0.16 0.04 0.06 0.05 0.12 0.02 0.03
PowerTwoLoci DomOrDom 1.6 6 0.0000000 0.57 0.67 0.47 0.53 0.57 0.68 0.5 0.53 0.64 0.7 0.55 0.61 0.53 0.64 0.41 0.5
PowerTwoLoci DomOrDom 1.6 6 0.0000500 0.26 0.37 0.17 0.22 0.27 0.37 0.16 0.24 0.3 0.38 0.21 0.29 0.25 0.29 0.13 0.19
PowerTwoLoci DomOrDom 1.6 6 0.0001000 0.07 0.17 0.04 0.05 0.14 0.23 0.07 0.12 0.14 0.24 0.08 0.13 0.07 0.17 0.03 0.06
PowerTwoLoci DomOrDom 1.6 6 0.0001500 0.07 0.14 0.05 0.06 0.11 0.2 0.02 0.06 0.13 0.22 0.05 0.09 0.08 0.17 0.03 0.06
PowerTwoLoci DomOrDom 1.6 6 0.0002000 0.06 0.17 0.03 0.04 0.12 0.18 0.04 0.09 0.12 0.19 0.05 0.07 0.05 0.15 0.03 0.03
PowerTwoLoci DomOrDom 2.0 6 0.0000000 0.61 0.7 0.54 0.56 0.64 0.67 0.53 0.6 0.66 0.7 0.59 0.64 0.6 0.67 0.52 0.57
PowerTwoLoci DomOrDom 2.0 6 0.0000500 0.33 0.36 0.19 0.27 0.34 0.42 0.25 0.31 0.36 0.47 0.27 0.34 0.25 0.37 0.19 0.25
PowerTwoLoci DomOrDom 2.0 6 0.0001000 0.11 0.19 0.07 0.08 0.21 0.29 0.11 0.18 0.21 0.3 0.12 0.14 0.11 0.15 0.05 0.09
PowerTwoLoci DomOrDom 2.0 6 0.0001500 0.1 0.19 0.04 0.06 0.09 0.24 0.05 0.07 0.09 0.27 0.05 0.07 0.06 0.19 0.02 0.03
PowerTwoLoci DomOrDom 2.0 6 0.0002000 0.12 0.19 0.05 0.1 0.14 0.24 0.09 0.14 0.14 0.26 0.07 0.14 0.08 0.17 0.04 0.06
PowerTwoLoci DomOrDom 2.4 6 0.0000000 0.64 0.72 0.58 0.61 0.65 0.73 0.58 0.62 0.69 0.75 0.62 0.67 0.62 0.7 0.57 0.57
PowerTwoLoci DomOrDom 2.4 6 0.0000500 0.34 0.45 0.23 0.3 0.4 0.48 0.28 0.38 0.4 0.51 0.36 0.4 0.31 0.43 0.23 0.28
PowerTwoLoci DomOrDom 2.4 6 0.0001000 0.16 0.21 0.06 0.12 0.24 0.34 0.12 0.19 0.25 0.34 0.11 0.22 0.15 0.24 0.07 0.12
PowerTwoLoci DomOrDom 2.4 6 0.0001500 0.13 0.25 0.03 0.11 0.13 0.28 0.06 0.1 0.15 0.32 0.06 0.12 0.08 0.17 0.03 0.05
PowerTwoLoci DomOrDom 2.4 6 0.0002000 0.11 0.2 0.05 0.1 0.16 0.29 0.11 0.14 0.15 0.27 0.08 0.15 0.08 0.16 0.04 0.05
PowerTwoLoci DomOrDom 2.6 6 0.0000000 0.67 0.7 0.61 0.65 0.65 0.74 0.6 0.64 0.73 0.75 0.63 0.7 0.64 0.72 0.58 0.6
PowerTwoLoci DomOrDom 2.6 6 0.0000500 0.41 0.45 0.29 0.36 0.41 0.51 0.32 0.4 0.45 0.54 0.39 0.4 0.36 0.45 0.27 0.33
PowerTwoLoci DomOrDom 2.6 6 0.0001000 0.13 0.21 0.06 0.09 0.28 0.35 0.15 0.18 0.26 0.37 0.14 0.22 0.12 0.21 0.07 0.11
PowerTwoLoci DomOrDom 2.6 6 0.0001500 0.15 0.22 0.05 0.09 0.12 0.28 0.07 0.08 0.2 0.31 0.07 0.13 0.08 0.19 0.04 0.06
PowerTwoLoci DomOrDom 2.6 6 0.0002000 0.12 0.16 0.08 0.1 0.19 0.24 0.13 0.17 0.18 0.24 0.12 0.18 0.11 0.17 0.05 0.09
PowerTwoLoci DomAndDom 1.2 6 0.0000000 0.54 0.58 0.44 0.49 0.51 0.59 0.43 0.48 0.56 0.63 0.47 0.51 0.45 0.53 0.38 0.44
PowerTwoLoci DomAndDom 1.2 6 0.0000500 0.13 0.24 0.08 0.13 0.15 0.28 0.1 0.13 0.21 0.29 0.12 0.17 0.12 0.26 0.08 0.09
PowerTwoLoci DomAndDom 1.2 6 0.0001000 0.05 0.13 0.02 0.04 0.09 0.16 0.05 0.07 0.1 0.2 0.04 0.09 0.07 0.13 0.02 0.05
PowerTwoLoci DomAndDom 1.2 6 0.0001500 0.05 0.14 0.02 0.03 0.05 0.16 0.01 0.05 0.06 0.19 0.02 0.05 0.05 0.19 0 0.04
PowerTwoLoci DomAndDom 1.2 6 0.0002000 0.04 0.12 0.03 0.03 0.08 0.16 0.04 0.06 0.07 0.16 0.04 0.06 0.05 0.12 0.02 0.03
PowerTwoLoci DomAndDom 1.6 6 0.0000000 0.57 0.67 0.47 0.53 0.57 0.68 0.5 0.53 0.64 0.7 0.55 0.61 0.53 0.64 0.41 0.5
PowerTwoLoci DomAndDom 1.6 6 0.0000500 0.25 0.36 0.17 0.22 0.27 0.37 0.16 0.23 0.3 0.38 0.21 0.29 0.24 0.29 0.12 0.19
PowerTwoLoci DomAndDom 1.6 6 0.0001000 0.08 0.15 0.04 0.05 0.14 0.23 0.07 0.12 0.14 0.24 0.08 0.13 0.07 0.17 0.03 0.06
PowerTwoLoci DomAndDom 1.6 6 0.0001500 0.07 0.14 0.04 0.06 0.1 0.2 0.02 0.05 0.13 0.22 0.04 0.08 0.07 0.17 0.02 0.05
PowerTwoLoci DomAndDom 1.6 6 0.0002000 0.06 0.17 0.04 0.04 0.12 0.18 0.04 0.09 0.12 0.19 0.05 0.07 0.05 0.14 0.03 0.03
PowerTwoLoci DomAndDom 2.0 6 0.0000000 0.61 0.7 0.54 0.56 0.64 0.67 0.53 0.6 0.66 0.7 0.59 0.64 0.6 0.67 0.52 0.57
PowerTwoLoci DomAndDom 2.0 6 0.0000500 0.32 0.35 0.19 0.27 0.34 0.43 0.25 0.31 0.36 0.47 0.27 0.34 0.25 0.37 0.19 0.25
PowerTwoLoci DomAndDom 2.0 6 0.0001000 0.12 0.18 0.07 0.08 0.21 0.29 0.11 0.18 0.21 0.3 0.12 0.14 0.12 0.15 0.05 0.09
PowerTwoLoci DomAndDom 2.0 6 0.0001500 0.09 0.21 0.05 0.06 0.09 0.24 0.05 0.07 0.1 0.27 0.05 0.07 0.07 0.2 0.02 0.02
PowerTwoLoci DomAndDom 2.0 6 0.0002000 0.12 0.17 0.05 0.1 0.14 0.23 0.09 0.14 0.14 0.26 0.07 0.14 0.08 0.17 0.04 0.06
PowerTwoLoci DomAndDom 2.4 6 0.0000000 0.64 0.72 0.58 0.61 0.65 0.73 0.58 0.62 0.69 0.75 0.62 0.67 0.62 0.7 0.57 0.57
PowerTwoLoci DomAndDom 2.4 6 0.0000500 0.34 0.45 0.23 0.3 0.4 0.48 0.28 0.38 0.4 0.51 0.36 0.4 0.31 0.43 0.23 0.28
PowerTwoLoci DomAndDom 2.4 6 0.0001000 0.16 0.21 0.06 0.14 0.25 0.34 0.12 0.19 0.25 0.34 0.11 0.22 0.14 0.23 0.07 0.12
PowerTwoLoci DomAndDom 2.4 6 0.0001500 0.13 0.24 0.04 0.11 0.13 0.28 0.06 0.09 0.15 0.32 0.06 0.11 0.09 0.22 0.03 0.05
PowerTwoLoci DomAndDom 2.4 6 0.0002000 0.1 0.18 0.04 0.09 0.16 0.29 0.11 0.14 0.15 0.26 0.08 0.15 0.08 0.14 0.04 0.05
PowerTwoLoci DomAndDom 2.6 6 0.0000000 0.67 0.7 0.61 0.65 0.65 0.74 0.6 0.64 0.73 0.75 0.63 0.7 0.64 0.72 0.58 0.6
PowerTwoLoci DomAndDom 2.6 6 0.0000500 0.41 0.45 0.29 0.36 0.41 0.51 0.32 0.4 0.45 0.54 0.39 0.4 0.36 0.45 0.27 0.33
PowerTwoLoci DomAndDom 2.6 6 0.0001000 0.14 0.22 0.05 0.1 0.27 0.35 0.15 0.18 0.26 0.37 0.14 0.22 0.12 0.19 0.07 0.1
PowerTwoLoci DomAndDom 2.6 6 0.0001500 0.14 0.2 0.05 0.1 0.12 0.28 0.06 0.08 0.2 0.31 0.07 0.13 0.09 0.2 0.03 0.07
PowerTwoLoci DomAndDom 2.6 6 0.0002000 0.11 0.18 0.07 0.1 0.19 0.24 0.14 0.17 0.18 0.26 0.12 0.18 0.11 0.16 0.05 0.08
PowerTwoLoci RecOrRec 1.2 6 0.0000000 0.48 0.51 0.39 0.45 0.48 0.56 0.38 0.46 0.51 0.58 0.46 0.48 0.45 0.56 0.35 0.43
PowerTwoLoci RecOrRec 1.2 6 0.0000500 0.13 0.19 0.06 0.1 0.14 0.27 0.1 0.13 0.19 0.29 0.12 0.14 0.11 0.24 0.06 0.09
PowerTwoLoci RecOrRec 1.2 6 0.0001000 0.04 0.15 0.02 0.03 0.07 0.13 0.03 0.06 0.08 0.18 0.04 0.04 0.05 0.09 0.02 0.04
PowerTwoLoci RecOrRec 1.2 6 0.0001500 0.03 0.16 0.02 0.02 0.04 0.12 0 0.03 0.07 0.14 0 0.03 0.06 0.11 0.01 0.02
PowerTwoLoci RecOrRec 1.2 6 0.0002000 0.04 0.13 0.04 0.04 0.07 0.13 0.03 0.05 0.06 0.16 0.04 0.05 0.06 0.12 0.04 0.05
PowerTwoLoci RecOrRec 1.6 6 0.0000000 0.47 0.57 0.44 0.46 0.51 0.64 0.44 0.46 0.59 0.67 0.47 0.52 0.46 0.53 0.39 0.43
PowerTwoLoci RecOrRec 1.6 6 0.0000500 0.18 0.25 0.12 0.16 0.19 0.29 0.11 0.14 0.22 0.34 0.13 0.19 0.17 0.26 0.08 0.13
PowerTwoLoci RecOrRec 1.6 6 0.0001000 0.06 0.13 0.03 0.05 0.09 0.19 0.05 0.07 0.09 0.21 0.04 0.08 0.05 0.11 0 0.01
PowerTwoLoci RecOrRec 1.6 6 0.0001500 0.07 0.17 0.04 0.04 0.05 0.14 0.03 0.04 0.05 0.17 0.02 0.05 0.03 0.14 0 0.03
PowerTwoLoci RecOrRec 1.6 6 0.0002000 0.04 0.1 0.04 0.04 0.06 0.16 0.04 0.05 0.07 0.15 0.04 0.06 0.03 0.08 0.03 0.03
PowerTwoLoci RecOrRec 2.0 6 0.0000000 0.53 0.64 0.44 0.5 0.57 0.66 0.44 0.54 0.62 0.67 0.53 0.6 0.49 0.63 0.43 0.47
PowerTwoLoci RecOrRec 2.0 6 0.0000500 0.19 0.33 0.13 0.15 0.19 0.36 0.17 0.19 0.27 0.37 0.18 0.23 0.21 0.29 0.12 0.19
PowerTwoLoci RecOrRec 2.0 6 0.0001000 0.08 0.14 0.02 0.04 0.14 0.2 0.07 0.11 0.13 0.23 0.06 0.11 0.07 0.17 0.04 0.07
PowerTwoLoci RecOrRec 2.0 6 0.0001500 0.08 0.21 0 0.07 0.06 0.23 0.01 0.06 0.1 0.26 0.02 0.06 0.05 0.19 0.02 0.04
PowerTwoLoci RecOrRec 2.0 6 0.0002000 0.07 0.11 0.05 0.05 0.09 0.17 0.04 0.08 0.1 0.2 0.05 0.08 0.06 0.14 0.03 0.05
PowerTwoLoci RecOrRec 2.4 6 0.0000000 0.59 0.68 0.52 0.56 0.57 0.67 0.51 0.55 0.65 0.69 0.56 0.61 0.55 0.61 0.48 0.54
PowerTwoLoci RecOrRec 2.4 6 0.0000500 0.28 0.37 0.21 0.24 0.29 0.37 0.22 0.24 0.32 0.38 0.25 0.3 0.26 0.32 0.19 0.23
PowerTwoLoci RecOrRec 2.4 6 0.0001000 0.06 0.19 0.03 0.06 0.16 0.25 0.1 0.13 0.16 0.25 0.1 0.14 0.08 0.2 0.03 0.06
PowerTwoLoci RecOrRec 2.4 6 0.0001500 0.1 0.15 0.05 0.09 0.07 0.21 0.03 0.06 0.11 0.24 0.04 0.07 0.07 0.14 0 0.06
PowerTwoLoci RecOrRec 2.4 6 0.0002000 0.07 0.12 0.05 0.06 0.13 0.21 0.06 0.11 0.12 0.22 0.06 0.09 0.05 0.12 0.04 0.04
PowerTwoLoci RecOrRec 2.6 6 0.0000000 0.59 0.69 0.54 0.56 0.59 0.65 0.55 0.57 0.63 0.68 0.58 0.63 0.57 0.6 0.48 0.54
PowerTwoLoci RecOrRec 2.6 6 0.0000500 0.3 0.36 0.2 0.26 0.3 0.42 0.23 0.27 0.35 0.45 0.27 0.32 0.28 0.38 0.22 0.25
PowerTwoLoci RecOrRec 2.6 6 0.0001000 0.12 0.2 0.04 0.11 0.15 0.27 0.09 0.15 0.17 0.3 0.1 0.15 0.09 0.2 0.04 0.05
PowerTwoLoci RecOrRec 2.6 6 0.0001500 0.07 0.2 0.04 0.06 0.09 0.24 0.03 0.07 0.12 0.25 0.05 0.09 0.05 0.12 0.03 0.04
PowerTwoLoci RecOrRec 2.6 6 0.0002000 0.09 0.19 0.05 0.07 0.16 0.26 0.1 0.12 0.14 0.25 0.08 0.12 0.06 0.14 0.05 0.06
PowerTwoLoci Threshold 1.2 6 0.0000000 0.48 0.51 0.39 0.45 0.48 0.56 0.38 0.46 0.51 0.58 0.46 0.48 0.45 0.56 0.35 0.43
PowerTwoLoci Threshold 1.2 6 0.0000500 0.13 0.19 0.06 0.1 0.14 0.27 0.1 0.13 0.19 0.29 0.12 0.14 0.11 0.24 0.06 0.09
PowerTwoLoci Threshold 1.2 6 0.0001000 0.04 0.15 0.02 0.03 0.07 0.13 0.03 0.06 0.08 0.18 0.04 0.04 0.05 0.09 0.02 0.04
PowerTwoLoci Threshold 1.2 6 0.0001500 0.03 0.16 0.02 0.02 0.04 0.12 0 0.03 0.07 0.14 0 0.03 0.06 0.11 0.01 0.02
PowerTwoLoci Threshold 1.2 6 0.0002000 0.04 0.13 0.04 0.04 0.07 0.13 0.03 0.05 0.06 0.16 0.04 0.05 0.06 0.12 0.04 0.05
PowerTwoLoci Threshold 1.6 6 0.0000000 0.47 0.57 0.44 0.46 0.51 0.64 0.44 0.46 0.59 0.67 0.47 0.52 0.46 0.53 0.39 0.43
PowerTwoLoci Threshold 1.6 6 0.0000500 0.18 0.25 0.12 0.16 0.19 0.29 0.11 0.14 0.22 0.34 0.13 0.19 0.17 0.26 0.08 0.13
PowerTwoLoci Threshold 1.6 6 0.0001000 0.06 0.13 0.03 0.05 0.09 0.19 0.05 0.07 0.09 0.21 0.04 0.08 0.05 0.11 0 0.01
PowerTwoLoci Threshold 1.6 6 0.0001500 0.07 0.17 0.04 0.04 0.05 0.14 0.03 0.04 0.05 0.17 0.02 0.05 0.03 0.14 0 0.03
PowerTwoLoci Threshold 1.6 6 0.0002000 0.04 0.1 0.04 0.04 0.06 0.16 0.04 0.05 0.07 0.15 0.04 0.06 0.03 0.08 0.03 0.03
PowerTwoLoci Threshold 2.0 6 0.0000000 0.53 0.64 0.44 0.5 0.57 0.66 0.44 0.54 0.62 0.67 0.53 0.6 0.49 0.63 0.43 0.47
PowerTwoLoci Threshold 2.0 6 0.0000500 0.19 0.33 0.13 0.15 0.19 0.36 0.17 0.19 0.27 0.37 0.18 0.23 0.21 0.29 0.12 0.19
PowerTwoLoci Threshold 2.0 6 0.0001000 0.08 0.14 0.02 0.04 0.14 0.2 0.07 0.11 0.13 0.23 0.06 0.11 0.07 0.17 0.04 0.07
PowerTwoLoci Threshold 2.0 6 0.0001500 0.08 0.21 0 0.07 0.06 0.23 0.01 0.06 0.1 0.26 0.02 0.06 0.05 0.19 0.02 0.04
PowerTwoLoci Threshold 2.0 6 0.0002000 0.07 0.11 0.05 0.05 0.09 0.17 0.04 0.08 0.1 0.2 0.05 0.08 0.06 0.14 0.03 0.05
PowerTwoLoci Threshold 2.4 6 0.0000000 0.59 0.68 0.52 0.56 0.57 0.67 0.51 0.55 0.65 0.69 0.56 0.61 0.55 0.61 0.48 0.54
PowerTwoLoci Threshold 2.4 6 0.0000500 0.28 0.37 0.21 0.24 0.29 0.37 0.22 0.24 0.32 0.38 0.25 0.3 0.26 0.32 0.19 0.23
PowerTwoLoci Threshold 2.4 6 0.0001000 0.06 0.19 0.03 0.06 0.16 0.25 0.1 0.13 0.16 0.25 0.1 0.14 0.08 0.2 0.03 0.06
PowerTwoLoci Threshold 2.4 6 0.0001500 0.1 0.15 0.05 0.09 0.07 0.21 0.03 0.06 0.11 0.24 0.04 0.07 0.07 0.14 0 0.06
PowerTwoLoci Threshold 2.4 6 0.0002000 0.07 0.12 0.05 0.06 0.13 0.21 0.06 0.11 0.12 0.22 0.06 0.09 0.05 0.12 0.04 0.04
PowerTwoLoci Threshold 2.6 6 0.0000000 0.59 0.69 0.54 0.56 0.59 0.65 0.55 0.57 0.63 0.68 0.58 0.63 0.57 0.6 0.48 0.54
PowerTwoLoci Threshold 2.6 6 0.0000500 0.3 0.36 0.2 0.26 0.3 0.42 0.23 0.27 0.35 0.45 0.27 0.32 0.28 0.38 0.22 0.25
PowerTwoLoci Threshold 2.6 6 0.0001000 0.12 0.2 0.04 0.11 0.15 0.27 0.09 0.15 0.17 0.3 0.1 0.15 0.09 0.2 0.04 0.05
PowerTwoLoci Threshold 2.6 6 0.0001500 0.07 0.2 0.04 0.06 0.09 0.24 0.03 0.07 0.12 0.25 0.05 0.09 0.05 0.12 0.03 0.04
PowerTwoLoci Threshold 2.6 6 0.0002000 0.09 0.19 0.05 0.07 0.16 0.26 0.1 0.12 0.14 0.25 0.08 0.12 0.06 0.14 0.05 0.06
PowerTwoLoci Modified 1.2 6 0.0000000 0.48 0.51 0.39 0.45 0.48 0.56 0.38 0.46 0.51 0.58 0.46 0.48 0.45 0.56 0.35 0.43
PowerTwoLoci Modified 1.2 6 0.0000500 0.13 0.19 0.06 0.1 0.14 0.27 0.1 0.13 0.19 0.29 0.12 0.14 0.11 0.24 0.06 0.09
PowerTwoLoci Modified 1.2 6 0.0001000 0.04 0.15 0.02 0.03 0.07 0.13 0.03 0.06 0.08 0.18 0.04 0.04 0.05 0.09 0.02 0.04
PowerTwoLoci Modified 1.2 6 0.0001500 0.03 0.16 0.02 0.02 0.04 0.12 0 0.03 0.07 0.14 0 0.03 0.06 0.11 0.01 0.02
PowerTwoLoci Modified 1.2 6 0.0002000 0.04 0.13 0.04 0.04 0.07 0.13 0.03 0.05 0.06 0.16 0.04 0.05 0.06 0.12 0.04 0.05
PowerTwoLoci Modified 1.6 6 0.0000000 0.47 0.57 0.44 0.46 0.51 0.64 0.44 0.46 0.59 0.67 0.47 0.52 0.46 0.53 0.39 0.43
PowerTwoLoci Modified 1.6 6 0.0000500 0.18 0.25 0.12 0.16 0.19 0.29 0.11 0.14 0.22 0.34 0.13 0.19 0.17 0.26 0.08 0.13
PowerTwoLoci Modified 1.6 6 0.0001000 0.06 0.13 0.03 0.05 0.09 0.19 0.05 0.07 0.09 0.21 0.04 0.08 0.05 0.11 0 0.01
PowerTwoLoci Modified 1.6 6 0.0001500 0.07 0.17 0.04 0.04 0.05 0.14 0.03 0.04 0.05 0.17 0.02 0.05 0.03 0.14 0 0.03
PowerTwoLoci Modified 1.6 6 0.0002000 0.04 0.1 0.04 0.04 0.06 0.16 0.04 0.05 0.07 0.15 0.04 0.06 0.03 0.08 0.03 0.03
PowerTwoLoci Modified 2.0 6 0.0000000 0.53 0.64 0.44 0.5 0.57 0.66 0.44 0.54 0.62 0.67 0.53 0.6 0.49 0.63 0.43 0.47
PowerTwoLoci Modified 2.0 6 0.0000500 0.19 0.33 0.13 0.15 0.19 0.36 0.17 0.19 0.27 0.37 0.18 0.23 0.21 0.29 0.12 0.19
PowerTwoLoci Modified 2.0 6 0.0001000 0.08 0.14 0.02 0.04 0.14 0.2 0.07 0.11 0.13 0.23 0.06 0.11 0.07 0.17 0.04 0.07
PowerTwoLoci Modified 2.0 6 0.0001500 0.08 0.21 0 0.07 0.06 0.23 0.01 0.06 0.1 0.26 0.02 0.06 0.05 0.19 0.02 0.04
PowerTwoLoci Modified 2.0 6 0.0002000 0.07 0.11 0.05 0.05 0.09 0.17 0.04 0.08 0.1 0.2 0.05 0.08 0.06 0.14 0.03 0.05
PowerTwoLoci Modified 2.4 6 0.0000000 0.59 0.68 0.52 0.56 0.57 0.67 0.51 0.55 0.65 0.69 0.56 0.61 0.55 0.61 0.48 0.54
PowerTwoLoci Modified 2.4 6 0.0000500 0.28 0.37 0.21 0.24 0.29 0.37 0.22 0.24 0.32 0.38 0.25 0.3 0.26 0.32 0.19 0.23
PowerTwoLoci Modified 2.4 6 0.0001000 0.06 0.19 0.03 0.06 0.16 0.25 0.1 0.13 0.16 0.25 0.1 0.14 0.08 0.2 0.03 0.06
PowerTwoLoci Modified 2.4 6 0.0001500 0.1 0.15 0.05 0.09 0.07 0.21 0.03 0.06 0.11 0.24 0.04 0.07 0.07 0.14 0 0.06
PowerTwoLoci Modified 2.4 6 0.0002000 0.07 0.12 0.05 0.06 0.13 0.21 0.06 0.11 0.12 0.22 0.06 0.09 0.05 0.12 0.04 0.04
PowerTwoLoci Modified 2.6 6 0.0000000 0.59 0.69 0.54 0.56 0.59 0.65 0.55 0.57 0.63 0.68 0.58 0.63 0.57 0.6 0.48 0.54
PowerTwoLoci Modified 2.6 6 0.0000500 0.3 0.36 0.2 0.26 0.3 0.42 0.23 0.27 0.35 0.45 0.27 0.32 0.28 0.38 0.22 0.25
PowerTwoLoci Modified 2.6 6 0.0001000 0.12 0.2 0.04 0.11 0.15 0.27 0.09 0.15 0.17 0.3 0.1 0.15 0.09 0.2 0.04 0.05
