test model relativeRisk haplotypeLength recFrac Training_mTDT2G_cv2_useDistances_01 Training_mTDT2G_cv2_useDistances_05 Training_mTDT2G_cv2_useDistances_001 Training_mTDT2G_cv2_useDistances_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_mTDT_01 Training_mTDT_05 Training_mTDT_001 Training_mTDT_005 Training_mTDT2G_cv5_useDistances_01 Training_mTDT2G_cv5_useDistances_05 Training_mTDT2G_cv5_useDistances_001 Training_mTDT2G_cv5_useDistances_005 
PowerTwoLoci Modified 2.6 8 0.0002000 0.12 0.22 0.06 0.07 0.15 0.23 0.07 0.13 0.17 0.22 0.08 0.14 0.09 0.14 0.05 0.06
PowerTwoLoci Additive 1.2 10 0.0000000 0.55 0.67 0.5 0.53 0.54 0.65 0.47 0.53 0.62 0.7 0.5 0.59 0.51 0.63 0.45 0.49
PowerTwoLoci Additive 1.2 10 0.0000500 0.23 0.35 0.18 0.22 0.23 0.36 0.17 0.2 0.26 0.4 0.19 0.23 0.2 0.34 0.11 0.18
PowerTwoLoci Additive 1.2 10 0.0001000 0.09 0.2 0.05 0.06 0.12 0.21 0.07 0.1 0.14 0.24 0.06 0.1 0.11 0.16 0.03 0.1
PowerTwoLoci Additive 1.2 10 0.0001500 0.06 0.14 0.03 0.04 0.06 0.18 0.02 0.05 0.07 0.21 0.05 0.05 0.05 0.14 0.03 0.05
PowerTwoLoci Additive 1.2 10 0.0002000 0.09 0.16 0.02 0.06 0.05 0.16 0.04 0.05 0.06 0.15 0.05 0.05 0.06 0.16 0.02 0.05
PowerTwoLoci Additive 1.6 10 0.0000000 0.61 0.65 0.54 0.55 0.6 0.66 0.51 0.59 0.62 0.7 0.56 0.6 0.58 0.69 0.5 0.56
PowerTwoLoci Additive 1.6 10 0.0000500 0.31 0.39 0.2 0.26 0.28 0.41 0.18 0.25 0.29 0.46 0.2 0.27 0.27 0.36 0.16 0.21
PowerTwoLoci Additive 1.6 10 0.0001000 0.14 0.22 0.07 0.13 0.15 0.26 0.09 0.11 0.16 0.26 0.08 0.14 0.15 0.22 0.06 0.08
PowerTwoLoci Additive 1.6 10 0.0001500 0.06 0.13 0.03 0.05 0.06 0.14 0.03 0.04 0.07 0.16 0.04 0.05 0.06 0.11 0.04 0.06
PowerTwoLoci Additive 1.6 10 0.0002000 0.07 0.15 0.04 0.07 0.09 0.16 0.04 0.07 0.08 0.16 0.05 0.08 0.09 0.17 0.02 0.06
PowerTwoLoci Additive 2.0 10 0.0000000 0.65 0.7 0.53 0.63 0.63 0.68 0.55 0.61 0.63 0.72 0.62 0.63 0.62 0.68 0.56 0.6
PowerTwoLoci Additive 2.0 10 0.0000500 0.33 0.44 0.23 0.29 0.34 0.43 0.25 0.3 0.35 0.46 0.27 0.3 0.3 0.43 0.23 0.27
PowerTwoLoci Additive 2.0 10 0.0001000 0.11 0.21 0.08 0.1 0.17 0.26 0.12 0.14 0.17 0.29 0.13 0.15 0.12 0.24 0.08 0.1
PowerTwoLoci Additive 2.0 10 0.0001500 0.11 0.15 0.04 0.1 0.08 0.2 0.03 0.05 0.12 0.21 0.05 0.05 0.06 0.12 0.03 0.05
PowerTwoLoci Additive 2.0 10 0.0002000 0.07 0.19 0.04 0.05 0.12 0.19 0.06 0.08 0.11 0.17 0.07 0.09 0.08 0.13 0.02 0.07
PowerTwoLoci Additive 2.4 10 0.0000000 0.66 0.7 0.63 0.64 0.67 0.69 0.59 0.63 0.69 0.71 0.64 0.66 0.63 0.68 0.56 0.6
PowerTwoLoci Additive 2.4 10 0.0000500 0.35 0.45 0.26 0.3 0.39 0.48 0.28 0.35 0.41 0.55 0.31 0.38 0.34 0.46 0.26 0.31
PowerTwoLoci Additive 2.4 10 0.0001000 0.2 0.24 0.07 0.14 0.2 0.27 0.12 0.18 0.23 0.28 0.14 0.18 0.15 0.23 0.08 0.14
PowerTwoLoci Additive 2.4 10 0.0001500 0.11 0.2 0.04 0.07 0.1 0.22 0.05 0.08 0.14 0.21 0.06 0.11 0.07 0.14 0.04 0.04
PowerTwoLoci Additive 2.4 10 0.0002000 0.11 0.19 0.03 0.08 0.13 0.26 0.07 0.11 0.14 0.25 0.08 0.11 0.11 0.17 0.02 0.07
PowerTwoLoci Additive 2.6 10 0.0000000 0.65 0.7 0.6 0.65 0.65 0.68 0.62 0.64 0.67 0.71 0.64 0.66 0.65 0.7 0.59 0.62
PowerTwoLoci Additive 2.6 10 0.0000500 0.35 0.5 0.26 0.33 0.39 0.5 0.3 0.37 0.43 0.54 0.34 0.39 0.34 0.47 0.27 0.31
PowerTwoLoci Additive 2.6 10 0.0001000 0.14 0.23 0.07 0.1 0.22 0.29 0.13 0.2 0.23 0.32 0.14 0.2 0.13 0.24 0.07 0.12
PowerTwoLoci Additive 2.6 10 0.0001500 0.12 0.16 0.06 0.1 0.1 0.26 0.05 0.1 0.12 0.29 0.07 0.11 0.09 0.19 0.04 0.08
PowerTwoLoci Additive 2.6 10 0.0002000 0.11 0.2 0.07 0.1 0.14 0.24 0.07 0.13 0.14 0.24 0.09 0.14 0.08 0.17 0.04 0.08
PowerTwoLoci DomOrDom 1.2 10 0.0000000 0.54 0.6 0.48 0.53 0.54 0.62 0.45 0.51 0.58 0.65 0.5 0.55 0.49 0.59 0.43 0.47
PowerTwoLoci DomOrDom 1.2 10 0.0000500 0.21 0.29 0.11 0.16 0.19 0.32 0.13 0.18 0.21 0.37 0.15 0.2 0.16 0.26 0.09 0.12
PowerTwoLoci DomOrDom 1.2 10 0.0001000 0.09 0.17 0.03 0.07 0.11 0.15 0.03 0.09 0.12 0.16 0.04 0.09 0.07 0.16 0.03 0.06
PowerTwoLoci DomOrDom 1.2 10 0.0001500 0.07 0.19 0.03 0.04 0.07 0.12 0.02 0.05 0.07 0.14 0.04 0.06 0.06 0.14 0.01 0.05
PowerTwoLoci DomOrDom 1.2 10 0.0002000 0.05 0.13 0.03 0.03 0.07 0.13 0.04 0.06 0.06 0.15 0.04 0.06 0.02 0.13 0.01 0.02
PowerTwoLoci DomOrDom 1.6 10 0.0000000 0.62 0.71 0.54 0.59 0.61 0.67 0.51 0.58 0.65 0.71 0.57 0.62 0.6 0.66 0.48 0.55
PowerTwoLoci DomOrDom 1.6 10 0.0000500 0.3 0.39 0.21 0.27 0.29 0.43 0.2 0.23 0.32 0.45 0.23 0.29 0.27 0.38 0.17 0.21
PowerTwoLoci DomOrDom 1.6 10 0.0001000 0.1 0.22 0.05 0.09 0.16 0.25 0.08 0.13 0.17 0.28 0.09 0.14 0.17 0.2 0.07 0.11
PowerTwoLoci DomOrDom 1.6 10 0.0001500 0.09 0.15 0.04 0.07 0.08 0.18 0.04 0.05 0.09 0.18 0.05 0.08 0.08 0.13 0.03 0.08
PowerTwoLoci DomOrDom 1.6 10 0.0002000 0.07 0.17 0.03 0.06 0.1 0.2 0.04 0.08 0.09 0.2 0.04 0.09 0.06 0.18 0.04 0.04
PowerTwoLoci DomOrDom 2.0 10 0.0000000 0.66 0.69 0.6 0.64 0.63 0.7 0.6 0.62 0.67 0.71 0.62 0.64 0.64 0.71 0.58 0.64
PowerTwoLoci DomOrDom 2.0 10 0.0000500 0.4 0.49 0.26 0.32 0.36 0.49 0.33 0.35 0.38 0.51 0.33 0.36 0.3 0.41 0.25 0.29
PowerTwoLoci DomOrDom 2.0 10 0.0001000 0.17 0.27 0.11 0.14 0.2 0.3 0.15 0.18 0.22 0.3 0.16 0.19 0.12 0.26 0.08 0.11
PowerTwoLoci DomOrDom 2.0 10 0.0001500 0.14 0.21 0.05 0.1 0.11 0.19 0.05 0.06 0.11 0.22 0.06 0.07 0.08 0.17 0.02 0.06
PowerTwoLoci DomOrDom 2.0 10 0.0002000 0.1 0.2 0.06 0.08 0.15 0.23 0.07 0.12 0.16 0.24 0.1 0.13 0.1 0.2 0.04 0.09
PowerTwoLoci DomOrDom 2.4 10 0.0000000 0.64 0.68 0.64 0.64 0.65 0.71 0.63 0.65 0.68 0.72 0.64 0.68 0.69 0.73 0.65 0.65
PowerTwoLoci DomOrDom 2.4 10 0.0000500 0.39 0.45 0.32 0.35 0.41 0.52 0.35 0.39 0.46 0.55 0.36 0.42 0.37 0.48 0.3 0.37
PowerTwoLoci DomOrDom 2.4 10 0.0001000 0.19 0.25 0.11 0.17 0.28 0.32 0.19 0.25 0.29 0.34 0.18 0.27 0.15 0.26 0.11 0.12
PowerTwoLoci DomOrDom 2.4 10 0.0001500 0.12 0.19 0.08 0.09 0.14 0.32 0.06 0.1 0.16 0.34 0.07 0.15 0.08 0.19 0.04 0.06
PowerTwoLoci DomOrDom 2.4 10 0.0002000 0.12 0.24 0.06 0.1 0.2 0.27 0.09 0.14 0.19 0.29 0.08 0.15 0.13 0.26 0.06 0.1
PowerTwoLoci DomOrDom 2.6 10 0.0000000 0.68 0.73 0.64 0.67 0.66 0.7 0.64 0.65 0.69 0.73 0.66 0.66 0.68 0.72 0.65 0.66
PowerTwoLoci DomOrDom 2.6 10 0.0000500 0.47 0.54 0.4 0.46 0.46 0.54 0.36 0.4 0.46 0.56 0.42 0.45 0.42 0.54 0.34 0.4
PowerTwoLoci DomOrDom 2.6 10 0.0001000 0.16 0.29 0.13 0.15 0.3 0.34 0.18 0.27 0.3 0.36 0.2 0.28 0.16 0.28 0.11 0.15
PowerTwoLoci DomOrDom 2.6 10 0.0001500 0.11 0.2 0.05 0.07 0.17 0.31 0.07 0.11 0.18 0.36 0.07 0.14 0.09 0.21 0.05 0.07
PowerTwoLoci DomOrDom 2.6 10 0.0002000 0.13 0.22 0.08 0.1 0.16 0.31 0.09 0.13 0.17 0.31 0.1 0.14 0.11 0.14 0.06 0.11
PowerTwoLoci DomAndDom 1.2 10 0.0000000 0.54 0.6 0.48 0.53 0.54 0.62 0.45 0.51 0.58 0.65 0.5 0.55 0.49 0.59 0.43 0.47
PowerTwoLoci DomAndDom 1.2 10 0.0000500 0.21 0.28 0.11 0.16 0.19 0.32 0.13 0.18 0.21 0.37 0.15 0.2 0.16 0.27 0.09 0.12
PowerTwoLoci DomAndDom 1.2 10 0.0001000 0.07 0.16 0.01 0.06 0.11 0.15 0.03 0.09 0.12 0.16 0.04 0.09 0.07 0.17 0.02 0.06
PowerTwoLoci DomAndDom 1.2 10 0.0001500 0.07 0.19 0.03 0.04 0.07 0.12 0.02 0.05 0.07 0.14 0.04 0.06 0.06 0.14 0.01 0.05
PowerTwoLoci DomAndDom 1.2 10 0.0002000 0.05 0.12 0.03 0.03 0.07 0.13 0.04 0.06 0.06 0.15 0.04 0.06 0.02 0.14 0.01 0.02
PowerTwoLoci DomAndDom 1.6 10 0.0000000 0.62 0.71 0.54 0.59 0.61 0.67 0.51 0.58 0.65 0.71 0.57 0.62 0.6 0.66 0.48 0.55
PowerTwoLoci DomAndDom 1.6 10 0.0000500 0.3 0.4 0.22 0.27 0.29 0.43 0.2 0.23 0.32 0.45 0.23 0.29 0.26 0.39 0.17 0.2
PowerTwoLoci DomAndDom 1.6 10 0.0001000 0.13 0.24 0.06 0.1 0.16 0.25 0.09 0.13 0.17 0.28 0.1 0.14 0.16 0.22 0.07 0.11
PowerTwoLoci DomAndDom 1.6 10 0.0001500 0.07 0.15 0.04 0.06 0.07 0.17 0.04 0.05 0.08 0.18 0.05 0.07 0.07 0.13 0.03 0.07
PowerTwoLoci DomAndDom 1.6 10 0.0002000 0.06 0.17 0.03 0.04 0.1 0.2 0.04 0.08 0.09 0.2 0.04 0.09 0.06 0.16 0.04 0.04
PowerTwoLoci DomAndDom 2.0 10 0.0000000 0.66 0.69 0.6 0.64 0.63 0.7 0.6 0.62 0.67 0.71 0.62 0.64 0.64 0.71 0.58 0.64
PowerTwoLoci DomAndDom 2.0 10 0.0000500 0.39 0.48 0.26 0.32 0.36 0.49 0.33 0.35 0.38 0.51 0.33 0.36 0.3 0.41 0.25 0.29
PowerTwoLoci DomAndDom 2.0 10 0.0001000 0.18 0.25 0.11 0.15 0.2 0.3 0.15 0.18 0.22 0.3 0.16 0.19 0.12 0.24 0.08 0.1
PowerTwoLoci DomAndDom 2.0 10 0.0001500 0.13 0.2 0.07 0.11 0.11 0.2 0.05 0.06 0.11 0.22 0.06 0.07 0.07 0.18 0.03 0.05
PowerTwoLoci DomAndDom 2.0 10 0.0002000 0.1 0.21 0.06 0.08 0.15 0.22 0.07 0.12 0.16 0.24 0.1 0.13 0.1 0.18 0.04 0.09
PowerTwoLoci DomAndDom 2.4 10 0.0000000 0.64 0.68 0.64 0.64 0.65 0.71 0.63 0.65 0.68 0.72 0.64 0.68 0.69 0.73 0.65 0.65
PowerTwoLoci DomAndDom 2.4 10 0.0000500 0.39 0.46 0.32 0.35 0.41 0.52 0.35 0.39 0.46 0.55 0.36 0.42 0.37 0.48 0.3 0.37
PowerTwoLoci DomAndDom 2.4 10 0.0001000 0.19 0.25 0.12 0.16 0.28 0.32 0.19 0.25 0.29 0.34 0.18 0.27 0.15 0.27 0.11 0.11
PowerTwoLoci DomAndDom 2.4 10 0.0001500 0.1 0.18 0.06 0.08 0.14 0.33 0.06 0.09 0.15 0.34 0.06 0.14 0.08 0.19 0.04 0.05
PowerTwoLoci DomAndDom 2.4 10 0.0002000 0.11 0.21 0.07 0.09 0.2 0.26 0.09 0.14 0.19 0.28 0.08 0.15 0.13 0.24 0.05 0.1
PowerTwoLoci DomAndDom 2.6 10 0.0000000 0.68 0.73 0.64 0.67 0.66 0.7 0.64 0.65 0.69 0.73 0.66 0.66 0.68 0.72 0.65 0.66
PowerTwoLoci DomAndDom 2.6 10 0.0000500 0.47 0.54 0.4 0.46 0.46 0.54 0.36 0.4 0.46 0.56 0.42 0.45 0.42 0.54 0.34 0.4
PowerTwoLoci DomAndDom 2.6 10 0.0001000 0.16 0.28 0.12 0.15 0.3 0.34 0.18 0.27 0.3 0.36 0.2 0.28 0.17 0.3 0.11 0.15
PowerTwoLoci DomAndDom 2.6 10 0.0001500 0.09 0.2 0.05 0.07 0.18 0.31 0.07 0.11 0.18 0.35 0.07 0.14 0.09 0.19 0.06 0.07
PowerTwoLoci DomAndDom 2.6 10 0.0002000 0.12 0.22 0.08 0.11 0.17 0.31 0.09 0.13 0.18 0.31 0.1 0.14 0.11 0.15 0.06 0.11
PowerTwoLoci RecOrRec 1.2 10 0.0000000 0.52 0.61 0.44 0.48 0.51 0.61 0.45 0.47 0.55 0.64 0.47 0.51 0.5 0.6 0.38 0.47
PowerTwoLoci RecOrRec 1.2 10 0.0000500 0.16 0.28 0.09 0.13 0.18 0.33 0.11 0.15 0.22 0.36 0.14 0.18 0.13 0.26 0.06 0.09
PowerTwoLoci RecOrRec 1.2 10 0.0001000 0.07 0.21 0.02 0.05 0.09 0.16 0.02 0.06 0.1 0.17 0.03 0.07 0.06 0.17 0.02 0.04
PowerTwoLoci RecOrRec 1.2 10 0.0001500 0.04 0.15 0.04 0.04 0.05 0.1 0.02 0.04 0.06 0.11 0.02 0.05 0.04 0.07 0.02 0.02
PowerTwoLoci RecOrRec 1.2 10 0.0002000 0.09 0.14 0.03 0.04 0.07 0.13 0.03 0.07 0.07 0.12 0.04 0.07 0.04 0.1 0.01 0.04
PowerTwoLoci RecOrRec 1.6 10 0.0000000 0.54 0.64 0.47 0.51 0.53 0.63 0.47 0.51 0.6 0.67 0.5 0.55 0.53 0.62 0.43 0.48
PowerTwoLoci RecOrRec 1.6 10 0.0000500 0.22 0.3 0.13 0.16 0.2 0.36 0.12 0.19 0.24 0.4 0.14 0.22 0.17 0.3 0.09 0.15
PowerTwoLoci RecOrRec 1.6 10 0.0001000 0.06 0.17 0.02 0.05 0.11 0.21 0.04 0.09 0.12 0.22 0.04 0.1 0.1 0.16 0.03 0.08
PowerTwoLoci RecOrRec 1.6 10 0.0001500 0.09 0.14 0.04 0.07 0.06 0.13 0.03 0.06 0.07 0.12 0.06 0.06 0.03 0.11 0.02 0.03
PowerTwoLoci RecOrRec 1.6 10 0.0002000 0.05 0.07 0.02 0.04 0.06 0.13 0.03 0.05 0.05 0.17 0.04 0.05 0.04 0.1 0.02 0.02
PowerTwoLoci RecOrRec 2.0 10 0.0000000 0.6 0.65 0.5 0.59 0.58 0.68 0.51 0.54 0.63 0.72 0.54 0.61 0.56 0.67 0.51 0.56
PowerTwoLoci RecOrRec 2.0 10 0.0000500 0.21 0.34 0.15 0.2 0.25 0.44 0.18 0.24 0.29 0.44 0.24 0.25 0.21 0.31 0.15 0.21
PowerTwoLoci RecOrRec 2.0 10 0.0001000 0.15 0.24 0.04 0.13 0.14 0.22 0.07 0.12 0.14 0.24 0.09 0.12 0.13 0.2 0.05 0.09
PowerTwoLoci RecOrRec 2.0 10 0.0001500 0.07 0.2 0.04 0.06 0.07 0.16 0.04 0.06 0.08 0.2 0.04 0.06 0.07 0.14 0.04 0.05
PowerTwoLoci RecOrRec 2.0 10 0.0002000 0.07 0.13 0.04 0.06 0.09 0.2 0.04 0.06 0.09 0.19 0.05 0.08 0.09 0.15 0.04 0.07
PowerTwoLoci RecOrRec 2.4 10 0.0000000 0.63 0.69 0.59 0.63 0.64 0.7 0.52 0.61 0.68 0.73 0.62 0.66 0.63 0.71 0.55 0.6
PowerTwoLoci RecOrRec 2.4 10 0.0000500 0.3 0.38 0.22 0.3 0.34 0.41 0.21 0.31 0.34 0.44 0.28 0.33 0.29 0.37 0.2 0.26
PowerTwoLoci RecOrRec 2.4 10 0.0001000 0.14 0.25 0.09 0.11 0.18 0.25 0.09 0.16 0.19 0.28 0.12 0.16 0.19 0.26 0.07 0.11
PowerTwoLoci RecOrRec 2.4 10 0.0001500 0.08 0.16 0.04 0.06 0.08 0.17 0.03 0.08 0.1 0.18 0.05 0.06 0.05 0.15 0.02 0.04
PowerTwoLoci RecOrRec 2.4 10 0.0002000 0.07 0.14 0.04 0.06 0.12 0.22 0.06 0.11 0.12 0.22 0.06 0.11 0.1 0.19 0.04 0.08
PowerTwoLoci RecOrRec 2.6 10 0.0000000 0.67 0.75 0.58 0.66 0.65 0.68 0.59 0.63 0.66 0.69 0.64 0.64 0.64 0.68 0.56 0.63
PowerTwoLoci RecOrRec 2.6 10 0.0000500 0.32 0.39 0.27 0.3 0.34 0.45 0.27 0.31 0.39 0.51 0.28 0.34 0.3 0.43 0.24 0.28
PowerTwoLoci RecOrRec 2.6 10 0.0001000 0.15 0.3 0.09 0.14 0.2 0.28 0.12 0.16 0.23 0.3 0.14 0.19 0.14 0.29 0.08 0.12
PowerTwoLoci RecOrRec 2.6 10 0.0001500 0.08 0.2 0.05 0.07 0.11 0.21 0.02 0.06 0.12 0.21 0.05 0.08 0.1 0.17 0.04 0.07
PowerTwoLoci RecOrRec 2.6 10 0.0002000 0.13 0.17 0.05 0.12 0.18 0.23 0.07 0.15 0.18 0.21 0.08 0.14 0.06 0.18 0.04 0.05
PowerTwoLoci Threshold 1.2 10 0.0000000 0.52 0.61 0.44 0.48 0.51 0.61 0.45 0.47 0.55 0.64 0.47 0.51 0.5 0.6 0.38 0.47
PowerTwoLoci Threshold 1.2 10 0.0000500 0.16 0.28 0.09 0.13 0.18 0.33 0.11 0.15 0.22 0.36 0.14 0.18 0.13 0.26 0.06 0.09
PowerTwoLoci Threshold 1.2 10 0.0001000 0.07 0.21 0.02 0.05 0.09 0.16 0.02 0.06 0.1 0.17 0.03 0.07 0.06 0.17 0.02 0.04
PowerTwoLoci Threshold 1.2 10 0.0001500 0.04 0.15 0.04 0.04 0.05 0.1 0.02 0.04 0.06 0.11 0.02 0.05 0.04 0.07 0.02 0.02
PowerTwoLoci Threshold 1.2 10 0.0002000 0.09 0.14 0.03 0.04 0.07 0.13 0.03 0.07 0.07 0.12 0.04 0.07 0.04 0.1 0.01 0.04
PowerTwoLoci Threshold 1.6 10 0.0000000 0.54 0.64 0.47 0.51 0.53 0.63 0.47 0.51 0.6 0.67 0.5 0.55 0.53 0.62 0.43 0.48
PowerTwoLoci Threshold 1.6 10 0.0000500 0.22 0.3 0.13 0.16 0.2 0.36 0.12 0.19 0.24 0.4 0.14 0.22 0.17 0.3 0.09 0.15
PowerTwoLoci Threshold 1.6 10 0.0001000 0.06 0.17 0.02 0.05 0.11 0.21 0.04 0.09 0.12 0.22 0.04 0.1 0.1 0.16 0.03 0.08
PowerTwoLoci Threshold 1.6 10 0.0001500 0.09 0.14 0.04 0.07 0.06 0.13 0.03 0.06 0.07 0.12 0.06 0.06 0.03 0.11 0.02 0.03
PowerTwoLoci Threshold 1.6 10 0.0002000 0.05 0.07 0.02 0.04 0.06 0.13 0.03 0.05 0.05 0.17 0.04 0.05 0.04 0.1 0.02 0.02
PowerTwoLoci Threshold 2.0 10 0.0000000 0.6 0.65 0.5 0.59 0.58 0.68 0.51 0.54 0.63 0.72 0.54 0.61 0.56 0.67 0.51 0.56
PowerTwoLoci Threshold 2.0 10 0.0000500 0.21 0.34 0.15 0.2 0.25 0.44 0.18 0.24 0.29 0.44 0.24 0.25 0.21 0.31 0.15 0.21
PowerTwoLoci Threshold 2.0 10 0.0001000 0.15 0.24 0.04 0.13 0.14 0.22 0.07 0.12 0.14 0.24 0.09 0.12 0.13 0.2 0.05 0.09
PowerTwoLoci Threshold 2.0 10 0.0001500 0.07 0.2 0.04 0.06 0.07 0.16 0.04 0.06 0.08 0.2 0.04 0.06 0.07 0.14 0.04 0.05
PowerTwoLoci Threshold 2.0 10 0.0002000 0.07 0.13 0.04 0.06 0.09 0.2 0.04 0.06 0.09 0.19 0.05 0.08 0.09 0.15 0.04 0.07
PowerTwoLoci Threshold 2.4 10 0.0000000 0.63 0.69 0.59 0.63 0.64 0.7 0.52 0.61 0.68 0.73 0.62 0.66 0.63 0.71 0.55 0.6
PowerTwoLoci Threshold 2.4 10 0.0000500 0.3 0.38 0.22 0.3 0.34 0.41 0.21 0.31 0.34 0.44 0.28 0.33 0.29 0.37 0.2 0.26
PowerTwoLoci Threshold 2.4 10 0.0001000 0.14 0.25 0.09 0.11 0.18 0.25 0.09 0.16 0.19 0.28 0.12 0.16 0.19 0.26 0.07 0.11
PowerTwoLoci Threshold 2.4 10 0.0001500 0.08 0.16 0.04 0.06 0.08 0.17 0.03 0.08 0.1 0.18 0.05 0.06 0.05 0.15 0.02 0.04
PowerTwoLoci Threshold 2.4 10 0.0002000 0.07 0.14 0.04 0.06 0.12 0.22 0.06 0.11 0.12 0.22 0.06 0.11 0.1 0.19 0.04 0.08
PowerTwoLoci Threshold 2.6 10 0.0000000 0.67 0.75 0.58 0.66 0.65 0.68 0.59 0.63 0.66 0.69 0.64 0.64 0.64 0.68 0.56 0.63
PowerTwoLoci Threshold 2.6 10 0.0000500 0.32 0.39 0.27 0.3 0.34 0.45 0.27 0.31 0.39 0.51 0.28 0.34 0.3 0.43 0.24 0.28
PowerTwoLoci Threshold 2.6 10 0.0001000 0.15 0.3 0.09 0.14 0.2 0.28 0.12 0.16 0.23 0.3 0.14 0.19 0.14 0.29 0.08 0.12
PowerTwoLoci Threshold 2.6 10 0.0001500 0.08 0.2 0.05 0.07 0.11 0.21 0.02 0.06 0.12 0.21 0.05 0.08 0.1 0.17 0.04 0.07
PowerTwoLoci Threshold 2.6 10 0.0002000 0.13 0.17 0.05 0.12 0.18 0.23 0.07 0.15 0.18 0.21 0.08 0.14 0.06 0.18 0.04 0.05
PowerTwoLoci Modified 1.2 10 0.0000000 0.52 0.61 0.44 0.48 0.51 0.61 0.45 0.47 0.55 0.64 0.47 0.51 0.5 0.6 0.38 0.47
PowerTwoLoci Modified 1.2 10 0.0000500 0.16 0.28 0.09 0.13 0.18 0.33 0.11 0.15 0.22 0.36 0.14 0.18 0.13 0.26 0.06 0.09
PowerTwoLoci Modified 1.2 10 0.0001000 0.07 0.21 0.02 0.05 0.09 0.16 0.02 0.06 0.1 0.17 0.03 0.07 0.06 0.17 0.02 0.04
PowerTwoLoci Modified 1.2 10 0.0001500 0.04 0.15 0.04 0.04 0.05 0.1 0.02 0.04 0.06 0.11 0.02 0.05 0.04 0.07 0.02 0.02
PowerTwoLoci Modified 1.2 10 0.0002000 0.09 0.14 0.03 0.04 0.07 0.13 0.03 0.07 0.07 0.12 0.04 0.07 0.04 0.1 0.01 0.04
PowerTwoLoci Modified 1.6 10 0.0000000 0.54 0.64 0.47 0.51 0.53 0.63 0.47 0.51 0.6 0.67 0.5 0.55 0.53 0.62 0.43 0.48
PowerTwoLoci Modified 1.6 10 0.0000500 0.22 0.3 0.13 0.16 0.2 0.36 0.12 0.19 0.24 0.4 0.14 0.22 0.17 0.3 0.09 0.15
PowerTwoLoci Modified 1.6 10 0.0001000 0.06 0.17 0.02 0.05 0.11 0.21 0.04 0.09 0.12 0.22 0.04 0.1 0.1 0.16 0.03 0.08
PowerTwoLoci Modified 1.6 10 0.0001500 0.09 0.14 0.04 0.07 0.06 0.13 0.03 0.06 0.07 0.12 0.06 0.06 0.03 0.11 0.02 0.03
PowerTwoLoci Modified 1.6 10 0.0002000 0.05 0.07 0.02 0.04 0.06 0.13 0.03 0.05 0.05 0.17 0.04 0.05 0.04 0.1 0.02 0.02
PowerTwoLoci Modified 2.0 10 0.0000000 0.6 0.65 0.5 0.59 0.58 0.68 0.51 0.54 0.63 0.72 0.54 0.61 0.56 0.67 0.51 0.56
PowerTwoLoci Modified 2.0 10 0.0000500 0.21 0.34 0.15 0.2 0.25 0.44 0.18 0.24 0.29 0.44 0.24 0.25 0.21 0.31 0.15 0.21
PowerTwoLoci Modified 2.0 10 0.0001000 0.15 0.24 0.04 0.13 0.14 0.22 0.07 0.12 0.14 0.24 0.09 0.12 0.13 0.2 0.05 0.09
PowerTwoLoci Modified 2.0 10 0.0001500 0.07 0.2 0.04 0.06 0.07 0.16 0.04 0.06 0.08 0.2 0.04 0.06 0.07 0.14 0.04 0.05
PowerTwoLoci Modified 2.0 10 0.0002000 0.07 0.13 0.04 0.06 0.09 0.2 0.04 0.06 0.09 0.19 0.05 0.08 0.09 0.15 0.04 0.07
PowerTwoLoci Modified 2.4 10 0.0000000 0.63 0.69 0.59 0.63 0.64 0.7 0.52 0.61 0.68 0.73 0.62 0.66 0.63 0.71 0.55 0.6
PowerTwoLoci Modified 2.4 10 0.0000500 0.3 0.38 0.22 0.3 0.34 0.41 0.21 0.31 0.34 0.44 0.28 0.33 0.29 0.37 0.2 0.26
PowerTwoLoci Modified 2.4 10 0.0001000 0.14 0.25 0.09 0.11 0.18 0.25 0.09 0.16 0.19 0.28 0.12 0.16 0.19 0.26 0.07 0.11
PowerTwoLoci Modified 2.4 10 0.0001500 0.08 0.16 0.04 0.06 0.08 0.17 0.03 0.08 0.1 0.18 0.05 0.06 0.05 0.15 0.02 0.04
PowerTwoLoci Modified 2.4 10 0.0002000 0.07 0.14 0.04 0.06 0.12 0.22 0.06 0.11 0.12 0.22 0.06 0.11 0.1 0.19 0.04 0.08
PowerTwoLoci Modified 2.6 10 0.0000000 0.67 0.75 0.58 0.66 0.65 0.68 0.59 0.63 0.66 0.69 0.64 0.64 0.64 0.68 0.56 0.63
PowerTwoLoci Modified 2.6 10 0.0000500 0.32 0.39 0.27 0.3 0.34 0.45 0.27 0.31 0.39 0.51 0.28 0.34 0.3 0.43 0.24 0.28
PowerTwoLoci Modified 2.6 10 0.0001000 0.15 0.3 0.09 0.14 0.2 0.28 0.12 0.16 0.23 0.3 0.14 0.19 0.14 0.29 0.08 0.12
PowerTwoLoci Modified 2.6 10 0.0001500 0.08 0.2 0.05 0.07 0.11 0.21 0.02 0.06 0.12 0.21 0.05 0.08 0.1 0.17 0.04 0.07
PowerTwoLoci Modified 2.6 10 0.0002000 0.13 0.17 0.05 0.12 0.18 0.23 0.07 0.15 0.18 0.21 0.08 0.14 0.06 0.18 0.04 0.05
